name,surname,mail,gender,age,school,department,city_living,experience,programs,languages,gpa,degree,department_applied,salary,drivers_license,smoking,military_service,flexible_hours,group_alone,online,reference,internship,hired
Jarrett,New,jarrett.new@mail.com,F,26,sirnak University,Mechatronics Engineering,Kocaeli,5,Proteus,E,3.45,Bachelor,Electronics,12000,1,0, ,0,A,1,0,1,N
Jarrod,Bittner,jarrod.bittner@mail.com,M,34,Hacettepe University,Mechatronics Engineering,Ankara,12,Fusion 360 AutoCAD,E,3.90,Master,Design,17000,1,1,Remnant,0,A,0,1, ,H
Jase,Meredith,jase.meredith@mail.com,F,35,Bogazici University,Aeronautical Engineering,Istanbul,14,Siemens NX,Other,3.35,PhD or Higher,Design,45000,1,1, ,0,G,1,0, ,H
Jase,Haines,jase.haines@mail.com,F,27,Istanbul University-Cerrahpasa,Automotive Engineering,Istanbul,5,Schneider Electric PLC Allen Bradley PLC,Other,3.00,Bachelor,Automation,11000,1,1, ,1,A,0,1,0,H
Jasmyn,Delaney,jasmyn.delaney@mail.com,F,28,Sinop University,Mechatronics Engineering,Ankara,7,C Python OOP, ,2.51,Master,Programming,20000,0,0, ,0,A,1,0, ,N
Jasmyne,Wilson,jasmyne.wilson@mail.com,F,36,Kutahya Dumlupinar University,Aeronautical Engineering,Istanbul,14,Python,Other,2.80,Bachelor,Programming,34000,1,0, ,0,G,0,1, ,H
Jasmyne,Moriarty,jasmyne.moriarty@mail.com,F,44,Nevsehir Haci Bektas Veli University,Aeronautical Engineering,Mus,24,OOP MATLAB C# ML,E,3.92,Bachelor,Programming,15000,0,0, ,1,G,1,0, ,H
Jasper,Parrott,jasper.parrott@mail.com,F,38,Sabanci University,Automotive Engineering,Kayseri,15,MATLAB, ,3.67,PhD or Higher,Programming,21000,1,0, ,0,A,1,0, ,N
Javion,Haag,javion.haag@mail.com,F,31,Bogazici University,Electronics and Automation Engineering,Ankara,10,Solidworks Fusion 360 AutoCAD Siemens NX,G,2.14,Bachelor,Design,49000,0,1, ,0,G,1,0, ,N
Javonte,Fabian,javonte.fabian@mail.com,M,23,Hacettepe University,Electrical Electronics Engineering,Istanbul,0,Altium,G,2.72,Bachelor,Test,14000,1,0,Not at Military Age,0,G,0,0,0,N
Jaxson,Valencia,jaxson.valencia@mail.com,M,34,Sabanci University,Automotive Engineering,Istanbul,10,Allen Bradley PLC,"E,G",3.63,Bachelor,Automation,24000,0,0,Remnant,0,G,0,0, ,H
Jayde,Segovia,jayde.segovia@mail.com,M,21,Sakarya University,Mechatronics Engineering,Ankara,0,Siemens PLC Mitsubishi PLC Schneider Electric PLC, ,2.94,Bachelor,Automation,40000,1,1,Not at Military Age,0,G,1,0,1,N
Jaydon,Knight,jaydon.knight@mail.com,M,18,Koc University,Automotive Engineering,Karabuk,0,Python,"E,G",3.05,Bachelor,Programming,8000,1,1,Not at Military Age,1,G,1,1,0,H
Jaylen,Butler,jaylen.butler@mail.com,F,39,Yildiz Technical University,Control and Automation Engineering,Istanbul,11,Allen Bradley PLC Omron PLC C,Other,3.11,Master,Automation,32000,0,0, ,0,A,1,0, ,H
Jaylen,Conti,jaylen.conti@mail.com,M,35,Kocaeli University,Electrical Electronics Engineering,Istanbul,15,C++ C,"E,G",3.03,PhD or Higher,Programming,16000,1,0,Remnant,0,G,0,1, ,H
Jaylin,Stephen,jaylin.stephen@mail.com,F,32,Ege University,Automotive Engineering,Istanbul,8,Solidworks Fusion 360 AutoCAD Siemens NX,E,2.93,PhD or Higher,Design,41000,0,1, ,0,G,1,0, ,H
Jaylin,Spears,jaylin.spears@mail.com,M,30,Istanbul University,Automotive Engineering,Istanbul,9,Siemens PLC Mitsubishi PLC,G,3.12,PhD or Higher,Automation,42000,1,1,Exempted,1,G,0,0, ,H
Jayvon,Underwood,jayvon.underwood@mail.com,F,19,Kayseri University,Electrical Electronics Engineering,Sakarya,0,Fusion 360 AutoCAD,E,3.79,Bachelor,Design,11000,1,1, ,1,G,1,0,1,H
Jazlynn,Engel,jazlynn.engel@mail.com,M,33,Koc University,Mechatronics Engineering,Istanbul,9,Altium Proteus,G,2.43,Bachelor,Electronics,18000,0,1,Delayed,0,G,0,1, ,H
Jazmine,Sigler,jazmine.sigler@mail.com,M,26,Bogazici University,Electronics and Communication Engineering,Istanbul,4,Omron PLC,"E,G",3.04,Master,Automation,41000,0,0,Not at Military Age,0,A,1,0,1,H
Jazmyne,McQueen,jazmyne.mcqueen@mail.com,M,34,Yildiz Technical University,Aeronautical Engineering,Ankara,8,C# ML, ,3.73,PhD or Higher,Programming,21000,0,1,Uncertain,0,A,1,0, ,N
Jedidiah,Corley,jedidiah.corley@mail.com,M,45,Koc University,Electrical Electronics Engineering,Istanbul,18,Siemens PLC Mitsubishi PLC Schneider Electric PLC,E,3.00,Bachelor,Automation,10000,0,0,Exempted,0,A,1,0, ,H
Jeffery,Lee,jeffery.lee@mail.com,M,37,Koc University,Electronics and Automation Engineering,Ankara,14,Fusion 360 Siemens NX,E,3.99,Bachelor,Design,25000,1,1,Exempted,0,G,0,0, ,N
Jenna,Flood,jenna.flood@mail.com,F,30,Mimar Sinan Fine Arts University,Automotive Engineering,Tunceli,9,Schneider Electric PLC C++, ,3.95,Master,Automation,42000,1,0, ,0,G,0,1, ,N
Jennie,Paz,jennie.paz@mail.com,M,33,Koc University,Electronics and Communication Engineering,Mersin,8,Fusion 360, ,3.20,Bachelor,Design,34000,0,0,Remnant,0,A,0,1, ,N
Jenny,Minter,jenny.minter@mail.com,F,30,Bilkent University,Mechatronics Engineering,Ankara,8,Fusion 360 Siemens NX,G,2.56,PhD or Higher,Design,32000,0,1, ,0,G,1,0, ,H
Jensen,Ames,jensen.ames@mail.com,M,18,Hacettepe University,Electrical Electronics Engineering,Kocaeli,0,Omron PLC, ,3.11,Bachelor,Automation,24000,0,0,Not at Military Age,0,G,1,0,0,N
Jerimiah,Israel,jerimiah.israel@mail.com,M,40,Sabanci University,Aeronautical Engineering,Ankara,25,OOP MATLAB,G,3.23,PhD or Higher,Programming,43000,1,0,Exempted,0,G,1,1, ,H
Jermaine,Willingham,jermaine.willingham@mail.com,M,39,Bilkent University,Electrical Electronics Engineering,İzmir,15,AutoCAD,G,3.99,Bachelor,Design,11000,1,1,Delayed,0,G,0,0, ,N
Jerod,Winn,jerod.winn@mail.com,F,41,Bilkent University,Mechanical Engineering,Ankara,20,Fusion 360 Siemens NX,G,3.19,Master,Design,19000,0,1, ,0,G,0,0, ,H
Jerrod,Bostic,jerrod.bostic@mail.com,M,24,Istanbul University,Mechatronics Engineering,Istanbul,2,Proteus, ,3.29,Bachelor,Test,16000,1,0,Not at Military Age,0,G,1,0,0,N
Jesenia,Atwood,jesenia.atwood@mail.com,F,23,Sabanci University,Control and Automation Engineering,Istanbul,2,Altium Proteus,E,2.96,Bachelor,Electronics,8000,1,1, ,0,G,0,0,0,H
Jesse,Ouellette,jesse.ouellette@mail.com,F,20,Yildiz Technical University,Mechatronics Engineering,Ankara,0,C# ML, ,3.66,Bachelor,Programming,50000,1,1, ,0,G,1,1,0,N
Jesse,Long,jesse.long@mail.com,M,32,Bilkent University,Aeronautical Engineering,Ankara,13,Omron PLC C,Other,3.13,Master,Automation,27000,1,0,Uncertain,1,G,0,1, ,H
Jessenia,Herman,jessenia.herman@mail.com,F,30,Bilkent University,Electronics and Communication Engineering,Istanbul,11,C++,E,2.38,Bachelor,Programming,23000,1,0, ,0,A,0,1, ,H
Jessie,Pressley,jessie.pressley@mail.com,F,35,Istanbul Technical University,Mechatronics Engineering,Ankara,16,Python,E,3.75,Bachelor,Programming,19000,0,0, ,0,G,0,0, ,N
Jimmy,Foss,jimmy.foss@mail.com,M,32,Necmettin Erbakan University,Mechanical Engineering,Istanbul,17,MATLAB Proteus C++,Other,3.85,PhD or Higher,Electronics,20000,0,1,Uncertain,1,G,1,0, ,H
Joan,Pierson,joan.pierson@mail.com,F,31,Ayvansaray University,Aeronautical Engineering,Ankara,10,Altium,Other,2.23,PhD or Higher,Electronics,15000,1,0, ,0,A,0,1, ,H
Joana,Paige,joana.paige@mail.com,F,34,Istanbul Technical University,Electronics and Automation Engineering,Sakarya,9,OOP,"E,G",3.15,Master,Programming,37000,1,0, ,0,A,1,0, ,H
Joann,Cohen,joann.cohen@mail.com,F,31,Istanbul Technical University,Electronics and Automation Engineering,Istanbul,10,Siemens PLC C,E,3.30,Bachelor,Automation,23000,1,0, ,0,A,1,0, ,H
Jocelynn,Billings,jocelynn.billings@mail.com,F,18,MEF University,Mechatronics Engineering,Ankara,0,Solidworks, ,2.58,Bachelor,Design,17000,1,0, ,0,A,0,1,0,N
Joe,Cardwell,joe.cardwell@mail.com,F,31,Bogazici University,Electronics and Automation Engineering,Istanbul,8,ML DL C Python,"E,G",2.38,Bachelor,Programming,31000,1,1, ,0,G,0,0, ,N
Joel,Kane,joel.kane@mail.com,M,25,Gebze Technical University,Aeronautical Engineering,Ankara,4,Java C# C++ C, ,2.51,Master,Programming,10000,0,1,Not at Military Age,0,G,1,1,1,N
Joel,Elliott,joel.elliott@mail.com,M,38,Middle East Technical University,Aeronautical Engineering,Adana,10,MATLAB,"E,G",3.47,Master,Electronics,28000,1,1,Uncertain,0,G,0,1, ,H
John,Aparicio,john.aparicio@mail.com,F,29,Bogazici University,Mechanical Engineering,Ankara,5,DL OOP Java C#,G,3.94,Bachelor,Programming,30000,0,1, ,0,A,0,1,1,H
John,Hearn,john.hearn@mail.com,M,32,Bingol University,Aeronautical Engineering,Ankara,9,MATLAB Altium,Other,3.12,Bachelor,Electronics,45000,1,1,Delayed,0,G,1,0, ,H
Johnathon,Upchurch,johnathon.upchurch@mail.com,M,44,cankaya University,Electrical Electronics Engineering,Istanbul,23,Altium,E,3.50,Master,Electronics,48000,0,0,Uncertain,0,A,0,0, ,N
Johnna,Bagwell,johnna.bagwell@mail.com,F,43,Sabanci University,Automotive Engineering,Istanbul,22,Altium,G,2.52,PhD or Higher,Test,40000,1,1, ,0,G,1,0, ,N
Johnson,Mount,johnson.mount@mail.com,M,32,Balikesir University,Electrical Electronics Engineering,Istanbul,9,Schneider Electric PLC,Other,2.05,Master,Automation,13000,0,1,Exempted,0,A,0,1, ,H
Jolie,Parker,jolie.parker@mail.com,F,20,Koc University,Electrical Electronics Engineering,Istanbul,0,Fusion 360 AutoCAD matlab,"E,G",3.44,Bachelor,Design,28000,1,0, ,0,A,0,1,1,H
Jonah,Zeller,jonah.zeller@mail.com,M,38,Istanbul Technical University,Aeronautical Engineering,Ankara,13,ML DL Python Java,"E,G",2.83,Master,Programming,21000,0,0,Exempted,0,A,1,0, ,H
Jonah,Lozano,jonah.lozano@mail.com,M,42,Gebze Technical University,Electrical Electronics Engineering,Osmaniye,17,Python Java, ,3.07,Bachelor,Programming,46000,0,0,Remnant,0,G,0,1, ,N
Jonatan,Coates,jonatan.coates@mail.com,F,30,Koc University,Mechatronics Engineering,Istanbul,8,Altium Proteus,E,2.45,Bachelor,Electronics,27000,0,0, ,0,G,1,0, ,H
Jonathan,Prewitt,jonathan.prewitt@mail.com,M,29,Bogazici University,Electronics and Communication Engineering,Istanbul,5,Proteus,Other,2.45,Master,Test,9000,1,0,Exempted,0,G,1,1,1,N
Jonathan,Pressley,jonathan.pressley@mail.com,M,19,Middle East Technical University,Electronics and Communication Engineering,Istanbul,0,Altium,G,3.29,Bachelor,Electronics,12000,0,0,Not at Military Age,0,G,1,1,0,H
Jordan,Byler,jordan.byler@mail.com,F,23,Bogazici University,Electrical Electronics Engineering,Ankara,7,Omron PLC C,Other,3.46,Bachelor,Automation,11000,1,1, ,1,G,1,1, ,H
Jose,Santiago,jose.santiago@mail.com,F,38,Adana Alparslan Turkes University of Science and Technology,Mechatronics Engineering,Istanbul,16,Proteus,"E,G",2.61,Master,Electronics,25000,0,1, ,0,A,0,1, ,H
Josef,Kyle,josef.kyle@mail.com,F,32,Istanbul University,Electronics and Automation Engineering,Istanbul,9,Proteus,G,3.87,Bachelor,Electronics,34000,0,0, ,0,G,1,0, ,H
Josh,Lancaster,josh.lancaster@mail.com,F,21,Istanbul University,Control and Automation Engineering,Kocaeli,0,Schneider Electric PLC,Other,3.61,Bachelor,Automation,11000,1,1, ,1,G,1,1,1,H
Josiah,Donovan,josiah.donovan@mail.com,M,39,Yildiz Technical University,Mechatronics Engineering,Ankara,15,Siemens PLC, ,3.69,PhD or Higher,Automation,19000,0,0,Delayed,0,A,1,0, ,N
Josie,Hendrickson,josie.hendrickson@mail.com,F,20,Eskisehir Technical University,Electrical Electronics Engineering,Istanbul,0,MATLAB,Other,3.15,Bachelor,Programming,35000,0,0, ,0,G,0,0,1,N
Joslyn,Bunn,joslyn.bunn@mail.com,F,35,Sabanci University,Aeronautical Engineering,Istanbul,13,Altium Proteus,"E,G",2.91,Master,Test,43000,1,1, ,0,G,1,0, ,N
Josue,Beltran,josue.beltran@mail.com,M,31,Middle East Technical University,Electronics and Communication Engineering,Istanbul,11,C#, ,2.14,Bachelor,Programming,10000,0,1,Delayed,0,A,0,0, ,N
Journey,Charlton,journey.charlton@mail.com,M,39,Istanbul University-Cerrahpasa,Aeronautical Engineering,Ankara,16,MATLAB Altium,G,2.10,Master,Test,23000,1,0,Exempted,0,A,0,0, ,N
Jovan,Garber,jovan.garber@mail.com,F,26,Koc University,Electronics and Automation Engineering,Ankara,4,MATLAB, ,3.76,Bachelor,Electronics,26000,0,0, ,0,G,1,1,0,N
Jovani,Craddock,jovani.craddock@mail.com,M,20,Istanbul Technical University,Automotive Engineering,Istanbul,0,C# ML,Other,3.58,Bachelor,Programming,9000,1,1,Not at Military Age,0,G,0,1,0,H
Jovanni,Farrar,jovanni.farrar@mail.com,F,27,Middle East Technical University,Automotive Engineering,Ankara,7,Siemens NX Solidworks Fusion 360, ,3.01,Bachelor,Design,30000,1,1, ,0,A,1,1, ,N
Jovanny,Blanchard,jovanny.blanchard@mail.com,F,25,Middle East Technical University,Electronics and Communication Engineering,Istanbul,4,ML,Other,2.32,Bachelor,Programming,39000,0,1, ,0,G,1,1,1,H
Juan,Carrington,juan.carrington@mail.com,F,20,Middle East Technical University,Electrical Electronics Engineering,Istanbul,0,Java C#, ,3.75,Bachelor,Programming,49000,0,1, ,0,G,0,0,0,N
Jude,Beckwith,jude.beckwith@mail.com,F,34,Yildiz Technical University,Mechatronics Engineering,Kirsehir,9,Schneider Electric PLC Allen Bradley PLC,Other,3.07,PhD or Higher,Automation,41000,1,1, ,0,G,0,0, ,N
Juliana,Epstein,juliana.epstein@mail.com,F,42,Koc University,Mechatronics Engineering,Ankara,19,Altium,Other,2.15,PhD or Higher,Electronics,21000,0,0, ,0,G,0,0, ,N
Juliann,Lytle,juliann.lytle@mail.com,M,42,Istanbul University,Mechatronics Engineering,Istanbul,19,Allen Bradley PLC Omron PLC C, ,2.96,Bachelor,Automation,45000,1,0,Delayed,0,A,0,0, ,N
Juliet,Fonseca,juliet.fonseca@mail.com,F,28,Istanbul Technical University,Electronics and Automation Engineering,Kocaeli,5,AutoCAD,"E,G",3.54,Bachelor,Design,49000,1,1, ,0,G,0,0,1,N
Julisa,Ferry,julisa.ferry@mail.com,F,30,Koc University,Aeronautical Engineering,Istanbul,12,Python Java MATLAB,G,2.92,Bachelor,Programming,15000,1,0, ,0,A,1,0, ,H
Julius,Glaser,julius.glaser@mail.com,F,45,Istanbul University-Cerrahpasa,Mechatronics Engineering,Ankara,24,Ansys Solidworks,"E,G",3.94,Master,Design,11000,0,1, ,0,G,1,0, ,H
Justin,Carlos,justin.carlos@mail.com,F,23,Istanbul University-Cerrahpasa,Mechatronics Engineering,Ankara,1,Altium,G,2.12,Bachelor,Electronics,20000,0,1, ,0,G,1,1,1,H
Juwan,Hein,juwan.hein@mail.com,F,27,Kocaeli University,Aeronautical Engineering,Istanbul,6,Ansys Solidworks Solidworks Fusion 360,E,3.26,Bachelor,Design,42000,1,0, ,0,G,1,1, ,H
Juwan,McClelland,juwan.mcclelland@mail.com,M,43,İzmir Institute of Technology,Mechatronics Engineering,Ankara,19,C++ C ML DL Python,G,2.85,Master,Programming,48000,0,1,Uncertain,0,A,1,0, ,H
Kaelyn,Cornejo,kaelyn.cornejo@mail.com,M,34,Istanbul University-Cerrahpasa,Aeronautical Engineering,Kocaeli,8,ML,E,3.85,Master,Programming,13000,0,0,Remnant,0,A,1,1, ,H
Kailee,Fortune,kailee.fortune@mail.com,F,28,Sakarya University of Applied Sciences,Mechatronics Engineering,Istanbul,6,Proteus,G,2.96,Bachelor,Electronics,12000,1,1, ,0,G,0,1, ,H
Kain,Dailey,kain.dailey@mail.com,F,45,Yildiz Technical University,Automotive Engineering,Istanbul,18,Proteus, ,2.79,PhD or Higher,Test,34000,1,1, ,0,G,0,1, ,N
Kaitlin,Schwartz,kaitlin.schwartz@mail.com,M,41,Middle East Technical University,Mechatronics Engineering,Ankara,24,Proteus,Other,3.55,PhD or Higher,Test,41000,0,1,Exempted,0,G,0,0, ,N
Kalen,Emerson,kalen.emerson@mail.com,F,28,Bilkent University,Electronics and Communication Engineering,Istanbul,6,Schneider Electric PLC Allen Bradley PLC Omron PLC,Other,3.70,Master,Automation,20000,1,1, ,0,A,0,1, ,H
Kaley,Cortes,kaley.cortes@mail.com,F,30,Bilkent University,Electrical Electronics Engineering,Balikesir,8,MATLAB,E,3.12,Bachelor,Test,33000,1,0, ,0,A,1,0, ,N
Kali,Pickering,kali.pickering@mail.com,M,42,Koc University,Aeronautical Engineering,Istanbul,25,Fusion 360 AutoCAD,E,2.89,PhD or Higher,Design,18000,0,0,Uncertain,0,A,0,0, ,N
Kalia,Schrock,kalia.schrock@mail.com,M,42,İnonu University,Mechatronics Engineering,Istanbul,19,DL OOP Java C#, ,3.37,Bachelor,Programming,38000,0,1,Uncertain,0,A,0,1, ,N
Kaliyah,Murrell,kaliyah.murrell@mail.com,M,18,Hacettepe University,Electronics and Automation Engineering,Istanbul,0,Allen Bradley PLC,Other,2.87,Bachelor,Automation,24000,0,1,Not at Military Age,0,G,1,0,1,H
Kallie,Cole,kallie.cole@mail.com,F,35,Hacettepe University,Electronics and Communication Engineering,Istanbul,15,MATLAB Altium,Other,3.23,PhD or Higher,Electronics,12000,1,0, ,0,A,0,1, ,H
Kalyn,Wingate,kalyn.wingate@mail.com,F,24,Baskent University,Electronics and Automation Engineering,Istanbul,3,Solidworks,"E,G",2.58,Bachelor,Design,43000,1,0, ,0,G,0,1,1,H
Kameron,Goebel,kameron.goebel@mail.com,M,41,Nisantasi University,Automotive Engineering,Istanbul,23,Solidworks,Other,3.63,Bachelor,Design,47000,1,1,Delayed,0,G,1,0, ,H
Kamron,Ridley,kamron.ridley@mail.com,M,26,Bilkent University,Electrical Electronics Engineering,Konya,7,Allen Bradley PLC Omron PLC,"E,G",3.22,Bachelor,Automation,27000,1,1,Not at Military Age,0,A,1,0, ,H
Kane,Majors,kane.majors@mail.com,F,32,Bezmialem Foundation University,Electronics and Communication Engineering,Istanbul,8,Siemens NX Solidworks Fusion 360,E,2.73,Bachelor,Design,16000,1,0, ,0,G,0,1, ,H
Kane,Fallon,kane.fallon@mail.com,M,29,Middle East Technical University,Aeronautical Engineering,Istanbul,5,Solidworks Fusion 360 AutoCAD Siemens NX,G,3.79,Bachelor,Design,26000,1,0,Uncertain,0,A,0,1,0,H
Karen,Rincon,karen.rincon@mail.com,F,23,Ayvansaray University,Automotive Engineering,Kocaeli,0,Fusion 360 Siemens NX MATLAB,E,2.71,Bachelor,Design,44000,0,1, ,0,A,0,1,0,H
Karlee,Zimmer,karlee.zimmer@mail.com,M,35,Sabanci University,Electronics and Automation Engineering,Istanbul,15,Fusion 360 AutoCAD MATLAB Siemens NX,G,2.77,Bachelor,Design,22000,1,0,Uncertain,0,A,0,0, ,N
Karleigh,Dugan,karleigh.dugan@mail.com,F,29,Yildiz Technical University,Mechatronics Engineering,Istanbul,4,Altium, ,3.81,Master,Test,25000,1,0, ,0,G,0,0,1,N
Karli,Crouch,karli.crouch@mail.com,F,18,Yildiz Technical University,Electronics and Automation Engineering,Istanbul,0,Fusion 360 Siemens NX MATLAB,"E,G",3.67,Bachelor,Design,45000,1,0, ,0,G,1,0,1,H
Karly,Gresham,karly.gresham@mail.com,M,30,Adana Alparslan Turkes University of Science and Technology,Aeronautical Engineering,Ankara,8,MATLAB,"E,G",2.55,PhD or Higher,Electronics,50000,1,1,Remnant,0,G,1,1, ,H
Karolina,Reeves,karolina.reeves@mail.com,M,33,Istanbul Arel University,Electronics and Communication Engineering,Istanbul,8,Proteus,Other,2.78,PhD or Higher,Electronics,20000,0,1,Delayed,0,A,0,0, ,H
Kasey,Springer,kasey.springer@mail.com,F,24,Istanbul University-Cerrahpasa,Mechatronics Engineering,Istanbul,3,Fusion 360 Siemens NX MATLAB,E,2.11,Bachelor,Design,48000,1,1, ,0,G,1,1,1,N
Kasey,Doss,kasey.doss@mail.com,F,35,Bogazici University,Aeronautical Engineering,Istanbul,17,C Python ML OOP,"E,G",3.41,Bachelor,Programming,17000,1,1, ,0,A,0,0, ,H
Kassidy,Hahn,kassidy.hahn@mail.com,F,26,Istanbul Kultur University,Aeronautical Engineering,Sakarya,6,Siemens PLC, ,2.32,Master,Automation,39000,1,1, ,0,G,1,1, ,N
Katelynn,Anguiano,katelynn.anguiano@mail.com,M,19,Sabanci University,Electrical Electronics Engineering,Ankara,0,Proteus,"E,G",2.95,Bachelor,Test,43000,0,0,Not at Military Age,0,G,1,1,0,N
Kathleen,Fowler,kathleen.fowler@mail.com,M,21,Koc University,Electrical Electronics Engineering,Istanbul,0,Fusion 360 Siemens NX MATLAB,"E,G",3.75,Bachelor,Design,12000,1,0,Not at Military Age,1,A,0,0,1,H
Kathleen,Barber,kathleen.barber@mail.com,M,37,Bilkent University,Mechatronics Engineering,Istanbul,14,Ansys Solidworks, ,2.67,Bachelor,Design,8000,0,1,Remnant,0,G,1,0, ,N
Katlyn,Honeycutt,katlyn.honeycutt@mail.com,F,19,Middle East Technical University,Aeronautical Engineering,Istanbul,0,Proteus,G,3.32,Bachelor,Test,11000,1,0, ,0,G,1,1,1,N
Kaylah,Jeter,kaylah.jeter@mail.com,F,35,Istanbul University,Mechatronics Engineering,Istanbul,15,MATLAB Altium,G,3.24,Bachelor,Electronics,20000,0,0, ,1,A,0,0, ,H
Kaylah,Guinn,kaylah.guinn@mail.com,M,19,Yildiz Technical University,Electronics and Automation Engineering,Istanbul,0,MATLAB, ,2.18,Bachelor,Test,45000,1,1,Not at Military Age,0,G,0,1,1,N
Kayle,Rios,kayle.rios@mail.com,F,19,Dokuz Eylul University,Automotive Engineering,Kocaeli,0,C++ C DL,Other,2.67,Bachelor,Programming,43000,1,0, ,0,G,1,0,0,H
Kaylee,Shipley,kaylee.shipley@mail.com,F,42,Istanbul University-Cerrahpasa,Electronics and Automation Engineering,Istanbul,19,Allen Bradley PLC Omron PLC,E,3.67,Master,Automation,29000,1,1, ,0,G,0,0, ,N
Kayley,Dix,kayley.dix@mail.com,M,45,Sabanci University,Electrical Electronics Engineering,Istanbul,18,Altium Proteus MATLAB,Other,2.13,Master,Electronics,27000,1,1,Remnant,0,A,0,0, ,N
Kaylie,Ladd,kaylie.ladd@mail.com,F,35,Koc University,Aeronautical Engineering,Erzurum,14,Allen Bradley PLC, ,3.21,Bachelor,Automation,50000,0,1, ,0,A,0,0, ,N
Kaylin,Starnes,kaylin.starnes@mail.com,F,43,Erciyes University,Aeronautical Engineering,Istanbul,25,C++ C,"E,G",3.93,PhD or Higher,Programming,24000,0,0, ,0,G,0,1, ,H
Kaytlin,Slater,kaytlin.slater@mail.com,F,39,Air Force Academy,Automotive Engineering,Istanbul,14,Ansys Solidworks Solidworks Fusion 360,E,3.37,PhD or Higher,Design,23000,1,1, ,0,A,0,0, ,N
Kaytlyn,Applegate,kaytlyn.applegate@mail.com,F,34,Middle East Technical University,Automotive Engineering,Istanbul,8,Altium Proteus MATLAB,E,2.59,Master,Electronics,40000,0,1, ,0,G,0,1, ,H
Keagan,Stover,keagan.stover@mail.com,F,33,Istanbul University-Cerrahpasa,Mechatronics Engineering,Istanbul,12,Siemens PLC C,"E,G",2.38,Master,Automation,44000,1,1, ,0,G,0,0, ,N
Keandre,Nieves,keandre.nieves@mail.com,M,18,Bilkent University,Electronics and Communication Engineering,Istanbul,0,C++,E,3.76,Bachelor,Programming,11000,1,1,Not at Military Age,0,G,1,0,1,H
Keanna,Haggerty,keanna.haggerty@mail.com,M,33,Koc University,Automotive Engineering,Ankara,11,MATLAB Altium,"E,G",3.81,Bachelor,Electronics,25000,0,0,Exempted,0,G,0,1, ,H
Keaton,Frazier,keaton.frazier@mail.com,F,19,Istanbul Technical University,Aeronautical Engineering,Ankara,0,Mitsubishi PLC,"E,G",2.81,Bachelor,Automation,10000,0,1, ,0,G,1,0,0,H
Keegan,Presley,keegan.presley@mail.com,F,29,Bursa Technical University,Automotive Engineering,Istanbul,6,MATLAB,E,3.75,PhD or Higher,Test,47000,1,1, ,0,A,0,1, ,N
Keenan,Hair,keenan.hair@mail.com,M,39,Istanbul University-Cerrahpasa,Electronics and Automation Engineering,Bolu,13,Solidworks, ,2.58,PhD or Higher,Design,20000,0,0,Exempted,0,G,1,1, ,N
Kelli,Wimberly,kelli.wimberly@mail.com,F,41,Hacettepe University,Automotive Engineering,Istanbul,25,Schneider Electric PLC,Other,2.91,Master,Automation,31000,0,1, ,0,G,1,1, ,H
Kelli,Greco,kelli.greco@mail.com,M,44,İzmir Institute of Technology,Automotive Engineering,Istanbul,19,C++ C ML DL,"E,G",3.42,Master,Programming,17000,1,0,Exempted,0,A,0,0, ,H
Kelsea,Boyce,kelsea.boyce@mail.com,M,41,Koc University,Mechatronics Engineering,Ankara,21,Altium Proteus,G,3.72,PhD or Higher,Test,32000,1,1,Delayed,0,A,0,1, ,N
Kelsi,Lord,kelsi.lord@mail.com,F,29,Istanbul University,Aeronautical Engineering,Ankara,7,Ansys Solidworks, ,2.06,PhD or Higher,Design,37000,0,1, ,0,G,0,1, ,N
Kelsie,Pearson,kelsie.pearson@mail.com,F,22,Middle East Technical University,Mechatronics Engineering,Istanbul,0,Proteus,Other,2.96,Bachelor,Test,35000,1,1, ,0,G,1,1,1,N
Kelsy,Garay,kelsy.garay@mail.com,M,19,Balikesir University,Control and Automation Engineering,Istanbul,0,Omron PLC,G,3.26,Bachelor,Automation,13000,0,1,Not at Military Age,0,G,0,0,1,H
Ken,Samuel,ken.samuel@mail.com,F,22,Hacettepe University,Automotive Engineering,Istanbul,0,Altium Proteus MATLAB, ,3.46,Bachelor,Test,28000,1,0, ,0,A,1,0,0,N
Kendall,Stafford,kendall.stafford@mail.com,M,31,Istanbul Medeniyet University,Electronics and Automation Engineering,Istanbul,9,C++,G,2.51,PhD or Higher,Programming,9000,0,1,Remnant,0,G,1,1, ,H
Kendrick,Morrissey,kendrick.morrissey@mail.com,F,20,Istanbul University-Cerrahpasa,Mechatronics Engineering,Ankara,0,Siemens NX,E,3.28,Bachelor,Design,35000,0,1, ,0,G,0,1,1,H
Kennedy,Pittman,kennedy.pittman@mail.com,M,45,Bursa Uludag University,Mechatronics Engineering,Istanbul,21,Solidworks Fusion 360 AutoCAD Siemens NX,G,3.56,Bachelor,Design,24000,1,1,Exempted,1,G,0,0, ,H
Kenny,Curtin,kenny.curtin@mail.com,M,42,Agri İbrahim cecen University,Aeronautical Engineering,Eskisehir,25,ML Java Python C++,E,3.75,Bachelor,Programming,31000,1,1,Exempted,0,G,1,0, ,H
Kenyon,Schuler,kenyon.schuler@mail.com,F,44,Kocaeli University,Electronics and Communication Engineering,İzmir,17,C++ Siemens PLC Mitsubishi PLC,E,3.14,PhD or Higher,Automation,30000,0,0, ,0,G,1,0, ,H
